Admin_name,Full_id,Admin_id,2009,1999,1989
Mondim de Basto,101051705,051705,298,253,110
Atei,10105170501,170501,68,51,36
Bilhó,10105170502,170502,59,31,9
Campanhó,10105170503,170503,16,14,6
Ermelo,10105170504,170504,40,62,10
Mondim de Basto,10105170505,170505,53,53,36
Paradança,10105170506,170506,17,11,4
Pardelhas,10105170507,170507,5,3,0
Vilar de Ferreiros,10105170508,170508,40,28,9
Paços de Ferreira,101051309,051309,210,230,243
Arreigada,10105130901,130901,3,3,3
Carvalhosa,10105130902,130902,12,14,13
Codessos,10105130903,130903,6,6,9
Eiriz,10105130904,130904,25,19,15
Ferreira,10105130905,130905,24,21,19
Figueiró,10105130906,130906,15,10,15
Frazão,10105130907,130907,17,29,49
Freamunde,10105130908,130908,12,16,11
Lamoso,10105130909,130909,9,7,6
Meixomil,10105130910,130910,13,13,13
Modelos,10105130911,130911,13,14,17
Paços de Ferreira,10105130912,130912,4,9,9
Penamaior,10105130913,130913,17,21,17
Raimonda,10105130914,130914,11,16,14
Sanfins de Ferreira,10105130915,130915,16,14,17
Seroa,10105130916,130916,13,18,16
Paredes,101051310,051310,518,536,517
Aguiar de Sousa,10105131001,131001,23,33,29
Astromil,10105131002,131002,12,14,11
Baltar,10105131003,131003,36,43,40
Beire,10105131004,131004,18,22,9
Besteiros,10105131005,131005,9,9,6
Bitarães,10105131006,131006,26,33,23
Castelões de Cepeda,10105131007,131007,23,20,19
Cete,10105131008,131008,16,9,12
Cristelo,10105131009,131009,4,4,8
Duas Igrejas,10105131010,131010,12,14,22
Gandra,10105131011,131011,46,47,54
Gondalães,10105131012,131012,12,9,10
Lordelo,10105131013,131013,22,15,20
Louredo,10105131014,131014,8,8,14
Madalena,10105131015,131015,16,18,8
Mouriz,10105131016,131016,33,31,26
Parada de Todeia,10105131017,131017,5,7,10
Rebordosa,10105131018,131018,38,44,52
Recarei,10105131019,131019,50,45,35
Sobreira,10105131020,131020,39,40,37
Sobrosa,10105131021,131021,16,19,23
Vandoma,10105131022,131022,23,25,22
Vila Cova de Carros,10105131023,131023,9,7,6
Vilela,10105131024,131024,22,20,21
Penafiel,101051311,051311,698,610,524
Abragão,10105131101,131101,54,40,28
Boelhe,10105131102,131102,20,18,12
Bustelo,10105131103,131103,31,21,49
Cabeça Santa,10105131104,131104,17,18,16
Canelas,10105131105,131105,14,11,5
Capela,10105131106,131106,17,12,6
Castelões,10105131107,131107,14,13,16
Croca,10105131108,131108,33,30,15
Duas Igrejas,10105131109,131109,30,27,19
Eja,10105131110,131110,12,18,11
Figueira,10105131111,131111,11,6,3
Fonte Arcada,10105131112,131112,21,15,13
Galegos,10105131113,131113,15,10,11
Guilhufe,10105131114,131114,16,20,25
Irivo,10105131115,131115,20,20,12
Lagares,10105131116,131116,35,35,22
Luzim,10105131117,131117,14,12,10
Marecos,10105131118,131118,26,19,18
Milhundos,10105131119,131119,13,12,9
Novelas,10105131120,131120,12,14,9
Oldrões,10105131121,131121,13,10,7
Paço de Sousa,10105131122,131122,28,20,19
Paredes,10105131123,131123,9,7,7
Penafiel,10105131124,131124,21,17,17
Perozelo,10105131125,131125,13,13,10
Pinheiro,10105131126,131126,8,8,12
Portela,10105131127,131127,16,14,12
Rans,10105131128,131128,15,12,15
Rio de Moinhos,10105131129,131129,31,27,20
Santa Marta,10105131130,131130,13,13,6
Santiago de Subarrifana,10105131131,131131,8,6,6
Recezinhos (São Mamede),10105131132,131132,14,11,14
Recezinhos (São Martinho),10105131133,131133,40,40,40
Sebolido,10105131134,131134,1,0,1
Urrô,10105131135,131135,6,8,8
Valpedre,10105131136,131136,16,14,8
Vila Cova,10105131137,131137,19,13,11
Rio Mau,10105131138,131138,2,6,2
Resende,101051813,051813,260,165,72
Anreade,10105181301,181301,38,26,11
Barrô,10105181302,181302,17,12,7
Cárquere,10105181303,181303,14,6,1
Feirão,10105181304,181304,4,3,2
Felgueiras,10105181305,181305,7,4,1
Freigil,10105181306,181306,5,4,0
Miomães,10105181307,181307,4,5,2
Ovadas,10105181308,181308,12,3,3
Panchorra,10105181309,181309,4,0,0
Paus,10105181310,181310,14,7,1
Resende,10105181311,181311,44,40,19
São Cipriano,10105181312,181312,11,2,1
São João de Fontoura,10105181313,181313,18,18,11
São Martinho de Mouros,10105181314,181314,57,31,11
São Romão de Aregos,10105181315,181315,11,4,2
Ribeira de Pena,101051709,051709,286,185,109
Alvadia,10105170901,170901,31,20,9
Canedo,10105170902,170902,32,19,14
Cerva,10105170903,170903,83,53,31
Limões,10105170904,170904,32,18,4
Ribeira de Pena (Salvador),10105170905,170905,74,51,31
Santa Marinha,10105170906,170906,19,11,8
Santo Aleixo de Além-Tâmega,10105170907,170907,15,13,12
Entre Douro e Vouga,10106,10106,1999,2476,2323
Arouca,101060104,060104,662,694,529
Albergaria da Serra,10106010401,010401,18,10,2
Alvarenga,10106010402,010402,27,21,14
Arouca,10106010403,010403,28,28,22
Burgo,10106010404,010404,39,31,29
Cabreiros,10106010405,010405,9,6,0
Canelas,10106010406,010406,14,22,9
Chave,10106010407,010407,56,65,74
Covelo de Paivó,10106010408,010408,7,5,1
Escariz,10106010409,010409,56,81,63
Espiunca,10106010410,010410,16,11,3
Fermedo,10106010411,010411,40,60,48
Janarde,10106010412,010412,7,3,3
Mansores,10106010413,010413,57,79,65
Moldes,10106010414,010414,46,36,8
Rossas,10106010415,010415,37,48,36
Santa Eulália,10106010416,010416,57,54,37
São Miguel do Mato,10106010417,010417,42,33,31
Tropeço,10106010418,010418,55,57,42
Urrô,10106010419,010419,43,34,33
Várzea,10106010420,010420,8,10,9
Oliveira de Azeméis,101060113,060113,438,652,767
Carregosa,10106011301,011301,31,66,89
Cesar,10106011302,011302,9,24,28
Fajões,10106011303,011303,39,55,54
Loureiro,10106011304,011304,83,113,132
Macieira de Sarnes,10106011305,011305,10,8,15
Macinhata da Seixa,10106011306,011306,5,11,17
Madail,10106011307,011307,10,19,11
Nogueira do Cravo,10106011308,011308,8,11,23
Oliveira de Azeméis,10106011309,011309,11,9,8
Ossela,10106011310,011310,49,64,64
Palmaz,10106011311,011311,5,14,51
Pindelo,10106011312,011312,20,35,41
Pinheiro da Bemposta,10106011313,011313,27,38,33
Santiago de Riba-Ul,10106011314,011314,20,26,19
São Martinho da Gândara,10106011315,011315,51,67,75
Travanca,10106011316,011316,8,12,9
Ul,10106011317,011317,11,15,18
São Roque,10106011318,011318,15,17,22
Vila de Cucujães,10106011319,011319,26,48,58
Santa Maria da Feira,101060109,060109,377,539,623
Argoncilhe,10106010901,010901,13,17,24
Arrifana,10106010902,010902,9,19,19
Canedo,10106010903,010903,50,59,51
Escapães,10106010904,010904,5,8,12
Espargo,10106010905,010905,10,17,36
Feira,10106010906,010906,15,14,22
Fiães,10106010907,010907,4,6,8
Fornos,10106010908,010908,5,9,11
Gião,10106010909,010909,6,14,13
Guisande,10106010910,010910,16,19,11
Lobão,10106010911,010911,20,24,32
Louredo,10106010912,010912,17,26,19
Lourosa,10106010913,010913,2,2,8
Milheirós de Poiares,10106010914,010914,19,23,22
Mosteiró,10106010915,010915,6,12,9
Mozelos,10106010916,010916,6,10,8
Nogueira da Regedoura,10106010917,010917,1,1,3
São Paio de Oleiros,10106010918,010918,1,4,8
Paços de Brandão,10106010919,010919,4,5,10
Pigeiros,10106010920,010920,17,14,22
Rio Meão,10106010921,010921,7,9,10
Romariz,10106010922,010922,40,53,74
Sanfins,10106010923,010923,3,6,6
Sanguedo,10106010924,010924,7,7,12
Santa Maria de Lamas,10106010925,010925,1,2,3
São João de Ver,10106010926,010926,13,9,9
Caldas de São Jorge,10106010927,010927,11,12,7
Souto,10106010928,010928,24,42,51
Travanca,10106010929,010929,18,22,32
Vale,10106010930,010930,16,63,59
Vila Maior,10106010931,010931,11,11,12
São João da Madeira,101060116,060116,0,0,9
São João da Madeira,10106011601,011601,0,0,9
Vale de Cambra,101060119,060119,515,591,395
Arões,10106011901,011901,121,133,61
São Pedro de Castelões,10106011902,011902,95,95,86
Cepelos,10106011903,011903,54,65,50
Codal,10106011904,011904,7,15,13
Junqueira,10106011905,011905,60,52,33
Macieira de Cambra,10106011906,011906,91,92,75
Roge,10106011907,011907,62,90,32
Vila Chã,10106011908,011908,13,15,18
Vila Cova de Perrinho,10106011909,011909,12,34,27
Douro,10107,10107,9203,6599,3514
Alijó,101071701,071701,716,515,249
Alijó,10107170101,170101,102,81,52
Amieiro,10107170102,170102,4,2,0
Carlão,10107170103,170103,63,55,26
Casal de Loivos,10107170104,170104,7,3,1
Castedo,10107170105,170105,44,26,10
Cotas,10107170106,170106,25,10,1
Favaios,10107170107,170107,63,47,15
Pegarinhos,10107170108,170108,37,28,7
Pinhão,10107170109,170109,5,5,11
Pópulo,10107170110,170110,27,19,14
Ribalonga,10107170111,170111,13,7,4
Sanfins do Douro,10107170112,170112,46,37,21
Santa Eugénia,10107170113,170113,25,14,3
São Mamede de Ribatua,10107170114,170114,40,26,9
Vale de Mendiz,10107170115,170115,13,7,4
Vila Chã,10107170116,170116,56,48,25
Vila Verde,10107170117,170117,57,46,31
Vilar de Maçada,10107170118,170118,84,51,14
Vilarinho de Cotas,10107170119,170119,5,3,1
Armamar,101071801,071801,522,337,219
Aldeias,10107180101,180101,32,20,16
Aricera,10107180102,180102,20,6,6
Armamar,10107180103,180103,86,19,13
Cimbres,10107180104,180104,19,22,10
Coura,10107180105,180105,7,5,2
Folgosa,10107180106,180106,13,8,4
Fontelo,10107180107,180107,49,39,20
Goujoim,10107180108,180108,12,7,2
Queimada,10107180109,180109,21,18,12
Queimadela,10107180110,180110,19,26,14
Santa Cruz,10107180111,180111,32,12,11
Santiago,10107180112,180112,13,13,12
Santo Adrião,10107180113,180113,25,6,0
São Cosmado,10107180114,180114,49,40,23
São Martinho das Chãs,10107180115,180115,43,47,46
São Romão,10107180116,180116,20,9,5
Tões,10107180117,180117,21,18,14
Vacalar,10107180118,180118,20,5,1
Vila Seca,10107180119,180119,21,17,8
Carrazeda de Ansiães,101070403,070403,585,404,181
Amedo,10107040301,040301,26,18,10
Beira Grande,10107040302,040302,42,22,6
Belver,10107040303,040303,19,16,7
Carrazeda de Ansiães,10107040304,040304,27,24,17
Castanheiro,10107040305,040305,28,20,9
Fonte Longa,10107040306,040306,25,25,15
Lavandeira,10107040307,040307,20,9,8
Linhares,10107040308,040308,59,25,17
Marzagão,10107040309,040309,46,30,18
Mogo de Malta,10107040310,040310,13,10,6
Parambos,10107040311,040311,23,18,6
Pereiros,10107040312,040312,14,3,2
Pinhal do Norte,10107040313,040313,43,18,3
Pombal,10107040314,040314,55,47,19
Ribalonga,10107040315,040315,27,21,2
Seixo de Ansiães,10107040316,040316,40,39,11
Selores,10107040317,040317,21,14,6
Vilarinho da Castanheira,10107040318,040318,36,30,10
Zedes,10107040319,040319,21,15,9
Freixo de Espada à Cinta,101070404,070404,370,237,98
Fornos,10107040401,040401,46,31,13
Freixo de Espada à Cinta,10107040402,040402,141,85,49
Lagoaça,10107040403,040403,69,36,14
Ligares,10107040404,040404,39,35,7
Mazouco,10107040405,040405,27,11,1
Poiares,10107040406,040406,48,39,14
Lamego,101071805,071805,458,361,222
Lamego (Almacave),10107180501,180501,17,26,17
Avões,10107180502,180502,5,0,2
Bigorne,10107180503,180503,5,5,2
Britiande,10107180504,180504,51,44,28
Cambres,10107180505,180505,30,28,12
Cepões,10107180506,180506,47,24,20
Ferreirim,10107180507,180507,38,35,19
Ferreiros de Avões,10107180508,180508,11,8,2
Figueira,10107180509,180509,16,15,7
Lalim,10107180510,180510,24,30,12
Lazarim,10107180511,180511,19,6,2
Magueija,10107180512,180512,5,4,3
Meijinhos,10107180513,180513,5,4,4
Melcões,10107180514,180514,4,2,2
Parada do Bispo,10107180515,180515,3,3,4
Penajóia,10107180516,180516,27,24,12
Penude,10107180517,180517,22,5,7
Pretarouca,10107180518,180518,1,1,1
Samodães,10107180519,180519,9,7,7
Sande,10107180520,180520,11,12,2
Lamego (Sé),10107180521,180521,43,41,29
Valdigem,10107180522,180522,22,13,9
Várzea de Abrunhais,10107180523,180523,21,14,9
Vila Nova de Souto d' El-Rei,10107180524,180524,22,10,10
Mesão Frio,101071704,071704,79,57,18
Barqueiros,10107170401,170401,16,4,2
Cidadelhe,10107170402,170402,13,11,7
Oliveira,10107170403,170403,8,5,2
Mesão Frio (Santa Cristina),10107170404,170404,12,13,2
Mesão Frio (São Nicolau),10107170405,170405,1,0,0
Vila Jusã,10107170406,170406,6,2,0
Vila Marim,10107170407,170407,23,22,5
Moimenta da Beira,101071807,071807,592,579,463
Aldeia de Nacomba,10107180701,180701,13,13,1
Alvite,10107180702,180702,51,96,91
Arcozelos,10107180703,180703,40,29,20
Ariz,10107180704,180704,11,13,10
Baldos,10107180705,180705,19,13,7
Cabaços,10107180706,180706,17,14,11
Caria,10107180707,180707,49,34,30
Castelo,10107180708,180708,23,13,6
Leomil,10107180709,180709,75,63,57
Moimenta da Beira,10107180710,180710,32,30,31
Nagosa,10107180711,180711,7,9,5
Paradinha,10107180712,180712,11,5,1
Passô,10107180713,180713,34,34,21
Pêra Velha,10107180714,180714,26,28,33
Peva,10107180715,180715,41,47,38
Rua,10107180716,180716,60,52,39
Sarzedo,10107180717,180717,13,12,10
Segões,10107180718,180718,4,8,5
Sever,10107180719,180719,40,47,33
Vilar,10107180720,180720,26,19,14
Penedono,101071812,071812,251,182,129
Antas,10107181201,181201,14,15,14
Beselga,10107181202,181202,24,21,14
Castainço,10107181203,181203,24,9,9
Granja,10107181204,181204,27,13,10
Ourozinho,10107181205,181205,9,11,9
Penedono,10107181206,181206,48,39,23
Penela da Beira,10107181207,181207,34,21,16
Póvoa de Penela,10107181208,181208,34,25,18
Souto,10107181209,181209,37,28,16
Peso da Régua,101071708,071708,279,162,91
Covelinhas,10107170801,170801,14,8,3
Fontelas,10107170802,170802,8,9,3
Galafura,10107170803,170803,43,21,9
Godim,10107170804,170804,18,15,10
Loureiro,10107170805,170805,14,11,2
Moura Morta,10107170806,170806,16,12,4
Peso da Régua,10107170807,170807,17,5,4
Poiares,10107170808,170808,33,12,14
Sedielos,10107170809,170809,39,27,18
Vilarinho dos Freires,10107170810,170810,22,7,2
Vinhós,10107170811,170811,18,13,8
Canelas,10107170812,170812,37,22,14
Sabrosa,101071710,071710,395,246,115
Celeirós,10107171001,171001,22,17,9
Covas do Douro,10107171002,171002,25,15,9
Gouvães do Douro,10107171003,171003,12,4,2
Gouvinhas,10107171004,171004,35,16,8
Parada de Pinhão,10107171005,171005,22,16,7
Paradela de Guiães,10107171006,171006,19,11,3
Paços,10107171007,171007,35,23,14
Provesende,10107171008,171008,24,11,6
Sabrosa,10107171009,171009,34,23,8
São Cristovão do Douro,10107171010,171010,15,3,1
São Lourenço de Ribapinhão,10107171011,171011,33,24,12
São Martinho de Antas,10107171012,171012,43,32,17
Souto Maior,10107171013,171013,22,20,6
Torre do Pinhão,10107171014,171014,28,18,7
Vilarinho de São Romão,10107171015,171015,26,13,6
Santa Marta de Penaguião,101071711,071711,166,123,42
Alvações do Corgo,10107171101,171101,10,9,4
Cumeeira,10107171102,171102,38,26,13
Fontes,10107171103,171103,11,25,1
Fornelos,10107171104,171104,9,7,3
Louredo,10107171105,171105,18,12,6
Medrões,10107171106,171106,10,10,0
Sanhoane,10107171107,171107,6,4,0
Lobrigos (São João Baptista),10107171108,171108,12,5,3
Lobrigos (São Miguel),10107171109,171109,18,6,4
Sever,10107171110,171110,34,19,8
São João da Pesqueira,101071815,071815,543,331,158
Castanheiro do Sul,10107181501,181501,27,28,11
Ervedosa do Douro,10107181502,181502,68,38,26
Espinhosa,10107181503,181503,14,7,2
Nagozelo do Douro,10107181504,181504,26,23,3
Paredes da Beira,10107181505,181505,38,32,21
Pereiros,10107181506,181506,8,3,1
Riodades,10107181507,181507,36,21,4
São João da Pesqueira,10107181508,181508,93,48,32
Soutelo do Douro,10107181509,181509,62,21,7
Trevões,10107181510,181510,69,62,33
Vale de Figueira,10107181511,181511,14,7,3
Valongo dos Azeites,10107181512,181512,18,11,3
Várzea de Trevões,10107181513,181513,17,8,7
Vilarouco,10107181514,181514,53,22,5
Sernancelhe,101071818,071818,502,389,280
Arnas,10107181801,181801,22,19,13
Carregal,10107181802,181802,39,30,26
Chosendo,10107181803,181803,28,29,17
Cunha,10107181804,181804,28,28,26
Escurquela,10107181805,181805,14,8,2
Faia,10107181806,181806,16,12,7
Ferreirim,10107181807,181807,52,53,25
Fonte Arcada,10107181808,181808,30,26,11
Freixinho,10107181809,181809,21,12,8
Granjal,10107181810,181810,34,16,14
Lamosa,10107181811,181811,26,18,19
Macieira,10107181812,181812,11,11,6
Penso,10107181813,181813,18,11,7
Quintela,10107181814,181814,42,26,34
Sarzeda,10107181815,181815,53,46,36
Sernancelhe,10107181816,181816,42,31,23
Vila da Ponte,10107181817,181817,26,13,6
Tabuaço,101071819,071819,389,223,113
Adorigo,10107181901,181901,29,11,5
Arcos,10107181902,181902,19,13,8
Barcos,10107181903,181903,33,24,7
Chavães,10107181904,181904,31,20,14
Desejosa,10107181905,181905,27,7,0
Granja do Tedo,10107181906,181906,18,5,2
Granjinha,10107181907,181907,3,2,1
Longra,10107181908,181908,27,18,6
Paradela,10107181909,181909,11,10,8
Pereiro,10107181910,181910,19,5,4
Pinheiros,10107181911,181911,9,4,2
Santa Leocádia,10107181912,181912,12,8,5
Sendim,10107181913,181913,78,57,31
Tabuaço,10107181914,181914,29,15,10
Távora,10107181915,181915,23,13,4
Vale de Figueira,10107181916,181916,6,3,0
Valença do Douro,10107181917,181917,15,8,6
Tarouca,101071820,071820,335,258,135
Dálvares,10107182001,182001,25,22,10
Gouviães,10107182002,182002,33,25,10
Granja Nova,10107182003,182003,46,28,10
Mondim da Beira,10107182004,182004,37,25,19
Salzedas,10107182005,182005,46,32,12
São João de Tarouca,10107182006,182006,51,45,25
Tarouca,10107182007,182007,47,52,33
Ucanha,10107182008,182008,25,13,6
Várzea da Serra,10107182009,182009,4,2,4
Vila Chã da Beira,10107182010,182010,21,14,6
Torre de Moncorvo,101070409,070409,613,364,152
Açoreira,10107040901,040901,29,13,6
Adeganha,10107040902,040902,43,32,15
Cabeça Boa,10107040903,040903,27,16,4
Cardanha,10107040904,040904,13,12,7
Carviçais,10107040905,040905,118,87,16
Castedo,10107040906,040906,23,10,8
Felgar,10107040907,040907,33,26,10
Felgueiras,10107040908,040908,34,17,11
Horta da Vilariça,10107040909,040909,35,24,19
Larinho,10107040910,040910,41,22,11
Lousa,10107040911,040911,47,33,17
Maçores,10107040912,040912,11,1,0
Mós,10107040913,040913,35,13,3
Peredo dos Castelhanos,10107040914,040914,18,14,8
Souto da Velha,10107040915,040915,22,10,2
Torre de Moncorvo,10107040916,040916,50,21,7
Urros,10107040917,040917,34,13,8
Vila Flor,101070410,070410,696,486,206
Assares,10107041001,041001,20,22,10
Benlhevai,10107041002,041002,32,23,11
Candoso,10107041003,041003,24,23,11
Carvalho de Egas,10107041004,041004,16,14,8
Freixiel,10107041005,041005,94,64,22
Lodões,10107041006,041006,32,28,8
Mourão,10107041007,041007,18,10,4
Nabo,10107041008,041008,29,29,14
Roios,10107041009,041009,38,18,6
Samões,10107041010,041010,34,23,11
Sampaio,10107041011,041011,23,17,9
Santa Comba de Vilariça,10107041012,041012,40,36,17
Seixo de Manhoses,10107041013,041013,29,24,11
Trindade,10107041014,041014,42,26,6
Vale Frechoso,10107041015,041015,29,24,8
Val de Torno,10107041016,041016,27,20,9
Vila Flor,10107041017,041017,75,32,18
Vilarinho das Azenhas,10107041018,041018,33,13,9
Vilas Boas,10107041019,041019,61,40,14
Vila Nova de Foz Côa,101070914,070914,634,475,183
Almendra,10107091401,091401,52,40,19
Castelo Melhor,10107091402,091402,28,14,5
Cedovim,10107091403,091403,67,21,3
Chãs,10107091404,091404,46,42,29
Custóias,10107091405,091405,18,22,4
Freixo de Numão,10107091406,091406,66,34,12
Horta,10107091407,091407,40,21,10
Mós,10107091408,091408,13,9,1
Murça,10107091409,091409,10,1,0
Muxagata,10107091410,091410,26,38,11
Numão,10107091411,091411,19,17,3
Santa Comba,10107091412,091412,57,52,27
Santo Amaro,10107091413,091413,7,3,0
Sebadelhe,10107091414,091414,43,13,10
Seixas,10107091415,091415,24,27,5
Touça,10107091416,091416,33,43,18
Vila Nova de Foz Côa,10107091417,091417,85,78,26
Vila Real,101071714,071714,1078,870,460
Abaças,10107171401,171401,96,47,19
Adoufe,10107171402,171402,62,35,25
Andrães,10107171403,171403,76,68,31
Arroios,10107171404,171404,12,18,9
Borbela,10107171405,171405,30,21,15
Campeã,10107171406,171406,92,81,55
Constantim,10107171407,171407,34,51,33
Ermida,10107171408,171408,19,10,2
Folhadela,10107171409,171409,86,68,33
Guiães,10107171410,171410,67,17,6
Justes,10107171411,171411,17,39,33
Lamares,10107171412,171412,20,43,7
Lamas de Olo,10107171413,171413,13,20,2
Lordelo,10107171414,171414,10,9,5
Mateus,10107171415,171415,16,22,13
Mondrões,10107171416,171416,30,20,4
Mouçós,10107171417,171417,81,62,27
Nogueira,10107171418,171418,10,8,1
Vila Real (Nossa Senhora da Conceição),10107171419,171419,7,7,4
Parada de Cunhos,10107171420,171420,26,21,12
Pena,10107171421,171421,33,24,20
Quinta,10107171422,171422,13,12,16
Vila Real (São Dinis),10107171423,171423,2,0,1
Vila Real (São Pedro),10107171424,171424,1,3,0
São Tomé do Castelo,10107171425,171425,41,45,18
Torgueda,10107171426,171426,42,30,23
Vale de Nogueiras,10107171427,171427,58,53,19
Vila Cova,10107171428,171428,18,11,10
Vila Marim,10107171429,171429,44,16,11
Vilarinho de Samardã,10107171430,171430,22,9,6
Alto Trás-os-Montes,10108,10108,18606,14069,9177
Alfândega da Fé,101080401,080401,456,302,165
Agrobom,10108040101,040101,24,8,1
Alfândega da Fé,10108040102,040102,49,31,13
Cerejais,10108040103,040103,25,11,4
Eucisia,10108040104,040104,25,17,7
Ferradosa,10108040105,040105,12,11,8
Gebelim,10108040106,040106,18,10,4
Gouveia,10108040107,040107,10,7,5
Parada,10108040108,040108,21,26,19
Pombal,10108040109,040109,14,11,5
Saldonha,10108040110,040110,15,14,11
Sambade,10108040111,040111,51,29,17
Sendim da Ribeira,10108040112,040112,19,13,3
Sendim da Serra,10108040113,040113,10,5,4
Soeima,10108040114,040114,18,9,6
Vale Pereiro,10108040115,040115,11,8,5
Vales,10108040116,040116,7,5,6
Valverde,10108040117,040117,11,2,1
Vilar Chão,10108040118,040118,65,47,29
Vilarelhos,10108040119,040119,28,26,12
Vilares de Vilariça,10108040120,040120,23,12,5
Boticas,101081702,081702,553,482,337
Alturas do Barroso,10108170201,170201,64,76,70
Ardãos,10108170202,170202,25,13,2
Beça,10108170203,170203,73,73,46
Bobadela,10108170204,170204,33,22,13
Boticas,10108170205,170205,38,20,23
Cerdedo,10108170206,170206,16,20,16
Codessoso,10108170207,170207,17,17,12
Covas do Barroso,10108170208,170208,32,24,19
Curros,10108170209,170209,14,12,12
Dornelas,10108170210,170210,37,31,21
Fiães do Tâmega,10108170211,170211,22,9,7
Granja,10108170212,170212,15,25,7
Pinho,10108170213,170213,36,26,16
São Salvador de Viveiro,10108170214,170214,48,53,31
Sapiãos,10108170215,170215,54,35,20
Vilar,10108170216,170216,29,26,22
Bragança,101080402,080402,2245,1803,1290
Alfaião,10108040201,040201,41,35,21
Aveleda,10108040202,040202,36,30,18
Babe,10108040203,040203,53,54,43
Baçal,10108040204,040204,91,63,50
Calvelhe,10108040205,040205,20,13,6
Carragosa,10108040206,040206,28,20,14
Carrazedo,10108040207,040207,28,24,23
Castrelos,10108040208,040208,31,19,18
Castro de Avelãs,10108040209,040209,45,44,31
Coelhoso,10108040210,040210,74,63,39
Deilão,10108040211,040211,50,47,39
Donai,10108040212,040212,54,42,27
Espinhosela,10108040213,040213,71,42,31
Failde,10108040214,040214,32,28,22
França,10108040215,040215,25,18,11
Gimonde,10108040216,040216,30,36,14
Gondesende,10108040217,040217,37,30,18
Gostei,10108040218,040218,49,46,39
Grijó de Parada,10108040219,040219,72,51,31
Izeda,10108040220,040220,109,72,43
Macedo do Mato,10108040221,040221,56,46,27
Meixedo,10108040222,040222,47,41,25
Milhão,10108040223,040223,43,41,28
Mós,10108040224,040224,30,33,24
Nogueira,10108040225,040225,47,48,36
Outeiro,10108040226,040226,53,42,27
Parada,10108040227,040227,95,77,57
Paradinha Nova,10108040228,040228,28,21,17
Parâmio,10108040229,040229,53,40,15
Pinela,10108040230,040230,37,29,23
Pombares,10108040231,040231,11,10,2
Quintanilha,10108040232,040232,42,36,22
Quintela de Lampaças,10108040233,040233,43,36,28
Rabal,10108040234,040234,25,23,14
Rebordainhos,10108040235,040235,25,18,15
Rebordãos,10108040236,040236,63,52,43
Rio Frio,10108040237,040237,47,37,24
Rio de Onor,10108040238,040238,21,19,20
Salsas,10108040239,040239,58,49,33
Samil,10108040240,040240,52,44,31
Santa Comba de Rossas,10108040241,040241,16,15,13
Bragança (Santa Maria),10108040242,040242,40,35,17
São Julião de Palácios,10108040243,040243,62,59,55
São Pedro de Sarracenos,10108040244,040244,35,26,20
Bragança (Sé),10108040245,040245,26,12,17
Sendas,10108040246,040246,56,39,32
Serapicos,10108040247,040247,68,33,31
Sortes,10108040248,040248,34,23,20
Zoio,10108040249,040249,56,42,36
Chaves,101081703,081703,2225,1592,916
Águas Frias,10108170301,170301,138,109,58
Anelhe,10108170302,170302,35,19,6
Arcossó,10108170303,170303,37,23,12
Bobadela,10108170304,170304,17,19,12
Bustelo,10108170305,170305,41,29,12
Calvão,10108170306,170306,44,31,21
Cela,10108170307,170307,13,9,6
Cimo de Vila da Castanheira,10108170309,170309,73,53,33
Curalha,10108170310,170310,35,32,16
Eiras,10108170311,170311,33,28,18
Ervededo,10108170312,170312,80,58,32
Faiões,10108170313,170313,49,41,16
Lama de Arcos,10108170314,170314,43,26,8
Loivos,10108170315,170315,45,28,14
Mairos,10108170316,170316,59,35,25
Moreiras,10108170317,170317,39,31,15
Nogueira da Montanha,10108170318,170318,89,66,39
Oucidres,10108170319,170319,53,41,24
Oura,10108170320,170320,39,32,11
Outeiro Seco,10108170321,170321,48,30,11
Paradela,10108170322,170322,40,30,10
Póvoa de Agrações,10108170323,170323,22,16,4
Redondelo,10108170324,170324,68,53,30
Roriz,10108170325,170325,31,13,8
Samaiões,10108170326,170326,31,26,11
Sanfins,10108170327,170327,34,20,9
Sanjurge,10108170328,170328,22,16,9
Santa Leocádia,10108170329,170329,71,44,29
Santo António de Monforte,10108170330,170330,53,13,14
Santo Estêvão,10108170331,170331,45,35,21
São Julião de Montenegro,10108170332,170332,44,23,15
São Pedro de Agostém,10108170333,170333,124,76,30
São Vicente,10108170334,170334,61,35,25
Seara Velha,10108170335,170335,19,11,6
Selhariz,10108170336,170336,26,18,12
Soutelinho da Raia,10108170337,170337,26,28,21
Soutelo,10108170338,170338,37,33,24
Travancas,10108170339,170339,58,38,38
Tronco,10108170340,170340,33,28,18
Vale de Anta,10108170341,170341,43,37,20
Vidago,10108170342,170342,10,11,7
Vila Verde da Raia,10108170343,170343,59,45,24
Vilar de Nantes,10108170344,170344,28,15,11
Vilarelho da Raia,10108170345,170345,40,37,21
Vilarinho das Paranheiras,10108170346,170346,16,14,8
Vilas Boas,10108170347,170347,32,26,14
Vilela Seca,10108170348,170348,39,16,10
Vilela do Tâmega,10108170349,170349,42,36,26
Santa Maria Maior,10108170350,170350,7,15,15
Madalena,10108170351,170351,52,44,37
Santa Cruz/Trindade,10108170352,170352,2,0,0
Macedo de Cavaleiros,101080405,080405,1670,1107,622
Ala,10108040501,040501,116,53,31
Amendoeira,10108040502,040502,64,42,19
Arcas,10108040503,040503,45,29,15
