Admin_name,Full_id,Admin_id,2009,1999,1989
Figueiras,10105130509,130509,13,29,54
Lodares,10105130510,130510,32,42,52
Lustosa,10105130511,130511,40,70,127
Macieira,10105130512,130512,21,26,44
Meinedo,10105130513,130513,65,103,149
Nespereira,10105130514,130514,10,27,39
Nevogilde,10105130515,130515,30,49,80
Nogueira,10105130516,130516,10,32,43
Ordem,10105130517,130517,26,24,37
Pias,10105130518,130518,20,30,36
Barrosas (Santa Eulália),10105130519,130519,0,0,52
Lousada (Santa Margarida),10105130520,130520,13,15,23
Barrosas (Santo Estêvão),10105130521,130521,16,26,29
Lousada (São Miguel),10105130522,130522,12,25,34
Silvares,10105130523,130523,20,41,56
Sousela,10105130524,130524,24,42,79
Torno,10105130525,130525,50,68,66
Vilar do Torno e Alentém,10105130526,130526,16,22,59
Marco de Canaveses,101051307,051307,941,1767,2755
Alpendurada e Matos,10105130701,130701,36,55,155
Ariz,10105130702,130702,20,44,73
Avessadas,10105130703,130703,36,79,81
Banho e Carvalhosa,10105130704,130704,31,54,84
Constance,10105130705,130705,40,48,87
Favões,10105130706,130706,9,26,45
Folhada,10105130707,130707,45,83,93
Fornos,10105130708,130708,14,24,25
Freixo,10105130709,130709,21,44,41
Magrelos,10105130710,130710,14,35,42
Manhuncelos,10105130711,130711,8,24,31
Maureles,10105130712,130712,19,35,46
Paços de Gaiolo,10105130713,130713,54,114,143
Paredes de Viadores,10105130714,130714,45,88,136
Penha Longa,10105130715,130715,50,97,124
Rio de Galinhas,10105130716,130716,5,8,15
Rosem,10105130717,130717,11,23,28
Sande,10105130718,130718,35,76,130
Santo Isidoro,10105130719,130719,10,30,57
São Lourenço do Douro,10105130720,130720,15,34,60
São Nicolau,10105130721,130721,2,6,13
Soalhães,10105130722,130722,112,166,252
Sobretâmega,10105130723,130723,13,27,56
Tabuado,10105130724,130724,25,60,101
Torrão,10105130725,130725,5,11,18
Toutosa,10105130726,130726,7,8,15
Tuias,10105130727,130727,26,58,62
Várzea do Douro,10105130728,130728,23,54,84
Várzea da Ovelha e Aliviada,10105130729,130729,73,95,178
Vila Boa do Bispo,10105130730,130730,59,94,216
Vila Boa de Quires,10105130731,130731,78,167,264
Mondim de Basto,101051705,051705,605,774,1049
Atei,10105170501,170501,99,131,208
Bilhó,10105170502,170502,134,128,158
Campanhó,10105170503,170503,33,55,72
Ermelo,10105170504,170504,79,116,149
Mondim de Basto,10105170505,170505,105,128,210
Paradança,10105170506,170506,29,32,34
Pardelhas,10105170507,170507,20,27,22
Vilar de Ferreiros,10105170508,170508,106,157,196
Paços de Ferreira,101051309,051309,388,598,1187
Arreigada,10105130901,130901,8,13,25
Carvalhosa,10105130902,130902,30,53,131
Codessos,10105130903,130903,11,13,20
Eiriz,10105130904,130904,40,48,69
Ferreira,10105130905,130905,50,78,182
Figueiró,10105130906,130906,22,36,62
Frazão,10105130907,130907,29,50,91
Freamunde,10105130908,130908,30,57,85
Lamoso,10105130909,130909,13,18,45
Meixomil,10105130910,130910,26,34,79
Modelos,10105130911,130911,15,21,42
Paços de Ferreira,10105130912,130912,9,22,61
Penamaior,10105130913,130913,22,34,100
Raimonda,10105130914,130914,18,38,59
Sanfins de Ferreira,10105130915,130915,38,40,72
Seroa,10105130916,130916,27,43,64
Paredes,101051310,051310,811,1149,2254
Aguiar de Sousa,10105131001,131001,29,51,86
Astromil,10105131002,131002,22,20,31
Baltar,10105131003,131003,35,66,117
Beire,10105131004,131004,42,89,129
Besteiros,10105131005,131005,17,26,63
Bitarães,10105131006,131006,46,70,95
Castelões de Cepeda,10105131007,131007,40,43,85
Cete,10105131008,131008,26,33,109
Cristelo,10105131009,131009,13,20,43
Duas Igrejas,10105131010,131010,37,51,94
Gandra,10105131011,131011,57,72,180
Gondalães,10105131012,131012,14,25,63
Lordelo,10105131013,131013,40,35,104
Louredo,10105131014,131014,8,25,43
Madalena,10105131015,131015,24,28,34
Mouriz,10105131016,131016,64,77,187
Parada de Todeia,10105131017,131017,13,23,30
Rebordosa,10105131018,131018,44,61,134
Recarei,10105131019,131019,73,84,116
Sobreira,10105131020,131020,51,76,113
Sobrosa,10105131021,131021,22,40,135
Vandoma,10105131022,131022,33,47,94
Vila Cova de Carros,10105131023,131023,22,28,47
Vilela,10105131024,131024,39,59,122
Penafiel,101051311,051311,1288,1877,3182
Abragão,10105131101,131101,88,148,177
Boelhe,10105131102,131102,37,39,92
Bustelo,10105131103,131103,43,111,150
Cabeça Santa,10105131104,131104,22,39,64
Canelas,10105131105,131105,36,59,78
Capela,10105131106,131106,36,47,80
Castelões,10105131107,131107,23,46,75
Croca,10105131108,131108,38,83,109
Duas Igrejas,10105131109,131109,77,104,155
Eja,10105131110,131110,15,33,41
Figueira,10105131111,131111,19,24,39
Fonte Arcada,10105131112,131112,37,39,72
Galegos,10105131113,131113,40,50,139
Guilhufe,10105131114,131114,28,44,95
Irivo,10105131115,131115,35,49,94
Lagares,10105131116,131116,77,88,123
Luzim,10105131117,131117,28,41,78
Marecos,10105131118,131118,43,54,92
Milhundos,10105131119,131119,42,65,81
Novelas,10105131120,131120,25,25,40
Oldrões,10105131121,131121,44,36,82
Paço de Sousa,10105131122,131122,67,52,126
Paredes,10105131123,131123,10,14,32
Penafiel,10105131124,131124,43,52,108
Perozelo,10105131125,131125,33,30,67
Pinheiro,10105131126,131126,31,33,79
Portela,10105131127,131127,38,34,44
Rans,10105131128,131128,21,29,80
Rio de Moinhos,10105131129,131129,40,51,109
Santa Marta,10105131130,131130,23,42,52
Santiago de Subarrifana,10105131131,131131,18,24,47
Recezinhos (São Mamede),10105131132,131132,17,50,81
Recezinhos (São Martinho),10105131133,131133,32,132,158
Sebolido,10105131134,131134,1,2,11
Urrô,10105131135,131135,10,20,37
Valpedre,10105131136,131136,38,41,72
Vila Cova,10105131137,131137,31,34,88
Rio Mau,10105131138,131138,2,13,35
Resende,101051813,051813,848,1063,2119
Anreade,10105181301,181301,68,75,156
Barrô,10105181302,181302,75,64,193
Cárquere,10105181303,181303,60,67,144
Feirão,10105181304,181304,17,20,33
Felgueiras,10105181305,181305,29,37,55
Freigil,10105181306,181306,38,33,81
Miomães,10105181307,181307,18,34,76
Ovadas,10105181308,181308,29,64,114
Panchorra,10105181309,181309,11,29,40
Paus,10105181310,181310,64,99,200
Resende,10105181311,181311,153,209,299
São Cipriano,10105181312,181312,43,59,199
São João de Fontoura,10105181313,181313,53,113,154
São Martinho de Mouros,10105181314,181314,160,131,279
São Romão de Aregos,10105181315,181315,30,29,96
Ribeira de Pena,101051709,051709,596,836,1312
Alvadia,10105170901,170901,50,53,65
Canedo,10105170902,170902,70,90,157
Cerva,10105170903,170903,174,215,345
Limões,10105170904,170904,73,71,92
Ribeira de Pena (Salvador),10105170905,170905,153,259,399
Santa Marinha,10105170906,170906,41,66,144
Santo Aleixo de Além-Tâmega,10105170907,170907,35,82,110
Entre Douro e Vouga,10106,10106,2807,5013,8920
Arouca,101060104,060104,1064,1659,2522
Albergaria da Serra,10106010401,010401,27,40,37
Alvarenga,10106010402,010402,88,114,168
Arouca,10106010403,010403,38,83,117
Burgo,10106010404,010404,64,112,203
Cabreiros,10106010405,010405,15,26,45
Canelas,10106010406,010406,38,58,102
Chave,10106010407,010407,61,94,188
Covelo de Paivó,10106010408,010408,24,28,35
Escariz,10106010409,010409,64,111,172
Espiunca,10106010410,010410,32,39,52
Fermedo,10106010411,010411,49,82,114
Janarde,10106010412,010412,18,24,46
Mansores,10106010413,010413,58,114,180
Moldes,10106010414,010414,88,136,186
Rossas,10106010415,010415,71,124,196
Santa Eulália,10106010416,010416,88,160,203
São Miguel do Mato,10106010417,010417,52,59,96
Tropeço,10106010418,010418,92,127,164
Urrô,10106010419,010419,80,106,172
Várzea,10106010420,010420,17,22,46
Oliveira de Azeméis,101060113,060113,517,1059,2200
Carregosa,10106011301,011301,28,87,224
Cesar,10106011302,011302,13,33,71
Fajões,10106011303,011303,45,88,142
Loureiro,10106011304,011304,104,186,314
Macieira de Sarnes,10106011305,011305,15,20,30
Macinhata da Seixa,10106011306,011306,7,25,53
Madail,10106011307,011307,10,28,42
Nogueira do Cravo,10106011308,011308,9,16,40
Oliveira de Azeméis,10106011309,011309,15,21,45
Ossela,10106011310,011310,60,100,211
Palmaz,10106011311,011311,7,24,268
Pindelo,10106011312,011312,23,62,105
Pinheiro da Bemposta,10106011313,011313,36,102,198
Santiago de Riba-Ul,10106011314,011314,20,33,59
São Martinho da Gândara,10106011315,011315,54,86,122
Travanca,10106011316,011316,10,33,72
Ul,10106011317,011317,15,29,59
São Roque,10106011318,011318,17,24,44
Vila de Cucujães,10106011319,011319,29,62,101
Santa Maria da Feira,101060109,060109,515,952,1879
Argoncilhe,10106010901,010901,20,30,130
Arrifana,10106010902,010902,12,33,56
Canedo,10106010903,010903,65,131,270
Escapães,10106010904,010904,8,11,25
Espargo,10106010905,010905,9,19,56
Feira,10106010906,010906,15,20,42
Fiães,10106010907,010907,6,11,20
Fornos,10106010908,010908,6,16,25
Gião,10106010909,010909,7,26,43
Guisande,10106010910,010910,22,55,63
Lobão,10106010911,010911,22,33,87
Louredo,10106010912,010912,25,50,91
Lourosa,10106010913,010913,4,5,34
Milheirós de Poiares,10106010914,010914,28,31,47
Mosteiró,10106010915,010915,7,20,21
Mozelos,10106010916,010916,6,11,35
Nogueira da Regedoura,10106010917,010917,2,3,8
São Paio de Oleiros,10106010918,010918,2,7,18
Paços de Brandão,10106010919,010919,4,7,19
Pigeiros,10106010920,010920,19,21,38
Rio Meão,10106010921,010921,7,10,22
Romariz,10106010922,010922,67,86,200
Sanfins,10106010923,010923,4,9,20
Sanguedo,10106010924,010924,8,9,25
Santa Maria de Lamas,10106010925,010925,2,2,8
São João de Ver,10106010926,010926,15,25,32
Caldas de São Jorge,10106010927,010927,13,22,30
Souto,10106010928,010928,26,70,107
Travanca,10106010929,010929,19,32,45
Vale,10106010930,010930,44,125,209
Vila Maior,10106010931,010931,21,22,53
São João da Madeira,101060116,060116,0,0,32
São João da Madeira,10106011601,011601,0,0,32
Vale de Cambra,101060119,060119,703,1343,2287
Arões,10106011901,011901,191,352,453
São Pedro de Castelões,10106011902,011902,116,187,434
Cepelos,10106011903,011903,77,151,296
Codal,10106011904,011904,6,23,44
Junqueira,10106011905,011905,85,153,244
Macieira de Cambra,10106011906,011906,115,206,348
Roge,10106011907,011907,81,180,299
Vila Chã,10106011908,011908,16,40,80
Vila Cova de Perrinho,10106011909,011909,16,51,89
Douro,10107,10107,7781,13931,30269
Alijó,101071701,071701,325,1361,2841
Alijó,10107170101,170101,7,166,332
Amieiro,10107170102,170102,8,35,50
Carlão,10107170103,170103,63,208,336
Casal de Loivos,10107170104,170104,3,1,23
Castedo,10107170105,170105,11,13,80
Cotas,10107170106,170106,3,22,27
Favaios,10107170107,170107,9,44,187
Pegarinhos,10107170108,170108,41,104,160
Pinhão,10107170109,170109,3,3,15
Pópulo,10107170110,170110,2,64,92
Ribalonga,10107170111,170111,10,45,72
Sanfins do Douro,10107170112,170112,2,63,483
Santa Eugénia,10107170113,170113,3,53,122
São Mamede de Ribatua,10107170114,170114,54,157,228
Vale de Mendiz,10107170115,170115,2,7,36
Vila Chã,10107170116,170116,55,109,194
Vila Verde,10107170117,170117,12,150,193
Vilar de Maçada,10107170118,170118,37,114,192
Vilarinho de Cotas,10107170119,170119,0,3,19
Armamar,101071801,071801,464,625,1524
Aldeias,10107180101,180101,15,6,92
Aricera,10107180102,180102,22,34,52
Armamar,10107180103,180103,35,25,107
Cimbres,10107180104,180104,39,62,80
Coura,10107180105,180105,6,7,25
Folgosa,10107180106,180106,4,1,58
Fontelo,10107180107,180107,32,33,155
Goujoim,10107180108,180108,17,19,37
Queimada,10107180109,180109,22,44,97
Queimadela,10107180110,180110,12,26,84
Santa Cruz,10107180111,180111,36,23,42
Santiago,10107180112,180112,17,29,59
Santo Adrião,10107180113,180113,8,2,29
São Cosmado,10107180114,180114,89,115,172
São Martinho das Chãs,10107180115,180115,53,90,159
São Romão,10107180116,180116,29,20,58
Tões,10107180117,180117,15,19,47
Vacalar,10107180118,180118,8,5,55
Vila Seca,10107180119,180119,5,65,116
Carrazeda de Ansiães,101070403,070403,497,653,2087
Amedo,10107040301,040301,55,48,79
Beira Grande,10107040302,040302,32,29,86
Belver,10107040303,040303,29,32,72
Carrazeda de Ansiães,10107040304,040304,43,49,107
Castanheiro,10107040305,040305,9,34,141
Fonte Longa,10107040306,040306,25,43,122
Lavandeira,10107040307,040307,10,8,87
Linhares,10107040308,040308,55,95,194
Marzagão,10107040309,040309,41,70,123
Mogo de Malta,10107040310,040310,19,16,34
Parambos,10107040311,040311,30,41,93
Pereiros,10107040312,040312,13,10,90
Pinhal do Norte,10107040313,040313,16,4,134
Pombal,10107040314,040314,12,13,162
Ribalonga,10107040315,040315,11,26,58
Seixo de Ansiães,10107040316,040316,35,73,177
Selores,10107040317,040317,14,18,70
Vilarinho da Castanheira,10107040318,040318,21,4,215
Zedes,10107040319,040319,27,40,43
Freixo de Espada à Cinta,101070404,070404,523,623,994
Fornos,10107040401,040401,50,55,121
Freixo de Espada à Cinta,10107040402,040402,194,195,300
Lagoaça,10107040403,040403,92,97,174
Ligares,10107040404,040404,41,78,153
Mazouco,10107040405,040405,81,104,112
Poiares,10107040406,040406,65,94,134
Lamego,101071805,071805,653,756,2377
Lamego (Almacave),10107180501,180501,17,28,142
Avões,10107180502,180502,10,1,38
Bigorne,10107180503,180503,7,11,11
Britiande,10107180504,180504,64,102,141
Cambres,10107180505,180505,18,13,201
Cepões,10107180506,180506,73,79,148
Ferreirim,10107180507,180507,65,100,160
Ferreiros de Avões,10107180508,180508,10,10,58
Figueira,10107180509,180509,45,3,133
Lalim,10107180510,180510,39,73,117
Lazarim,10107180511,180511,31,53,106
Magueija,10107180512,180512,28,41,71
Meijinhos,10107180513,180513,10,14,24
Melcões,10107180514,180514,8,16,29
Parada do Bispo,10107180515,180515,1,0,19
Penajóia,10107180516,180516,46,27,220
Penude,10107180517,180517,43,26,238
Pretarouca,10107180518,180518,8,30,31
Samodães,10107180519,180519,9,9,33
Sande,10107180520,180520,12,2,51
Lamego (Sé),10107180521,180521,40,21,154
Valdigem,10107180522,180522,6,4,75
Várzea de Abrunhais,10107180523,180523,30,30,78
Vila Nova de Souto d' El-Rei,10107180524,180524,33,63,99
Mesão Frio,101071704,071704,11,19,691
Barqueiros,10107170401,170401,2,9,116
Cidadelhe,10107170402,170402,1,0,36
Oliveira,10107170403,170403,0,0,62
Mesão Frio (Santa Cristina),10107170404,170404,2,3,160
Mesão Frio (São Nicolau),10107170405,170405,0,0,36
Vila Jusã,10107170406,170406,0,0,49
Vila Marim,10107170407,170407,6,7,232
Moimenta da Beira,101071807,071807,666,1227,1814
Aldeia de Nacomba,10107180701,180701,18,30,23
Alvite,10107180702,180702,60,139,230
Arcozelos,10107180703,180703,42,82,114
Ariz,10107180704,180704,7,31,37
Baldos,10107180705,180705,8,30,48
Cabaços,10107180706,180706,12,78,91
Caria,10107180707,180707,80,76,150
Castelo,10107180708,180708,6,56,40
Leomil,10107180709,180709,78,123,167
Moimenta da Beira,10107180710,180710,46,59,131
Nagosa,10107180711,180711,5,20,32
Paradinha,10107180712,180712,7,26,36
Passô,10107180713,180713,40,66,87
Pêra Velha,10107180714,180714,39,48,90
Peva,10107180715,180715,50,72,130
Rua,10107180716,180716,63,105,155
Sarzedo,10107180717,180717,18,42,48
Segões,10107180718,180718,8,17,29
Sever,10107180719,180719,53,75,116
Vilar,10107180720,180720,26,52,60
Penedono,101071812,071812,325,497,781
Antas,10107181201,181201,19,38,65
Beselga,10107181202,181202,38,76,109
Castainço,10107181203,181203,31,37,46
Granja,10107181204,181204,31,22,55
Ourozinho,10107181205,181205,29,48,65
Penedono,10107181206,181206,63,92,153
Penela da Beira,10107181207,181207,47,54,87
Póvoa de Penela,10107181208,181208,34,70,113
Souto,10107181209,181209,33,60,88
Peso da Régua,101071708,071708,48,167,1180
Covelinhas,10107170801,170801,0,12,32
Fontelas,10107170802,170802,0,5,37
Galafura,10107170803,170803,1,10,112
Godim,10107170804,170804,1,1,94
Loureiro,10107170805,170805,0,3,126
Moura Morta,10107170806,170806,3,19,88
Peso da Régua,10107170807,170807,3,0,49
Poiares,10107170808,170808,4,4,127
Sedielos,10107170809,170809,25,74,219
Vilarinho dos Freires,10107170810,170810,1,4,104
Vinhós,10107170811,170811,8,31,125
Canelas,10107170812,170812,2,4,67
Sabrosa,101071710,071710,191,402,1190
Celeirós,10107171001,171001,2,1,29
Covas do Douro,10107171002,171002,4,7,118
Gouvães do Douro,10107171003,171003,1,2,18
Gouvinhas,10107171004,171004,3,6,68
Parada de Pinhão,10107171005,171005,19,57,92
Paradela de Guiães,10107171006,171006,3,7,56
Paços,10107171007,171007,46,57,132
Provesende,10107171008,171008,5,4,44
Sabrosa,10107171009,171009,5,6,57
São Cristovão do Douro,10107171010,171010,0,2,9
São Lourenço de Ribapinhão,10107171011,171011,23,61,92
São Martinho de Antas,10107171012,171012,38,88,216
Souto Maior,10107171013,171013,1,38,106
Torre do Pinhão,10107171014,171014,34,60,110
Vilarinho de São Romão,10107171015,171015,7,6,43
Santa Marta de Penaguião,101071711,071711,34,135,1003
Alvações do Corgo,10107171101,171101,0,2,51
Cumeeira,10107171102,171102,16,18,192
Fontes,10107171103,171103,3,39,219
Fornelos,10107171104,171104,2,22,99
Louredo,10107171105,171105,6,38,108
Medrões,10107171106,171106,2,13,103
Sanhoane,10107171107,171107,0,2,60
Lobrigos (São João Baptista),10107171108,171108,0,0,26
Lobrigos (São Miguel),10107171109,171109,0,0,64
Sever,10107171110,171110,5,1,81
São João da Pesqueira,101071815,071815,231,499,1435
Castanheiro do Sul,10107181501,181501,18,13,100
Ervedosa do Douro,10107181502,181502,7,68,139
Espinhosa,10107181503,181503,4,5,41
Nagozelo do Douro,10107181504,181504,1,32,101
Paredes da Beira,10107181505,181505,54,80,151
Pereiros,10107181506,181506,5,0,17
Riodades,10107181507,181507,43,67,128
São João da Pesqueira,10107181508,181508,33,30,142
Soutelo do Douro,10107181509,181509,18,48,91
Trevões,10107181510,181510,19,124,164
Vale de Figueira,10107181511,181511,1,1,168
Valongo dos Azeites,10107181512,181512,5,15,49
Várzea de Trevões,10107181513,181513,2,3,59
Vilarouco,10107181514,181514,21,13,85
Sernancelhe,101071818,071818,661,1057,1367
Arnas,10107181801,181801,39,46,82
Carregal,10107181802,181802,73,89,164
Chosendo,10107181803,181803,8,61,68
Cunha,10107181804,181804,50,54,84
Escurquela,10107181805,181805,31,31,38
Faia,10107181806,181806,28,26,32
Ferreirim,10107181807,181807,58,132,134
Fonte Arcada,10107181808,181808,27,68,82
Freixinho,10107181809,181809,17,34,51
Granjal,10107181810,181810,44,60,62
Lamosa,10107181811,181811,31,41,57
Macieira,10107181812,181812,11,32,39
Penso,10107181813,181813,9,54,64
Quintela,10107181814,181814,51,39,86
Sarzeda,10107181815,181815,91,106,131
Sernancelhe,10107181816,181816,56,108,120
Vila da Ponte,10107181817,181817,37,76,73
Tabuaço,101071819,071819,420,479,931
Adorigo,10107181901,181901,5,8,22
Arcos,10107181902,181902,48,48,64
Barcos,10107181903,181903,5,4,52
Chavães,10107181904,181904,52,77,117
Desejosa,10107181905,181905,1,19,5
Granja do Tedo,10107181906,181906,40,54,60
Granjinha,10107181907,181907,3,15,24
Longra,10107181908,181908,16,45,81
Paradela,10107181909,181909,14,26,59
Pereiro,10107181910,181910,6,9,9
Pinheiros,10107181911,181911,33,11,41
Santa Leocádia,10107181912,181912,28,5,20
Sendim,10107181913,181913,113,122,184
Tabuaço,10107181914,181914,4,1,93
Távora,10107181915,181915,17,6,46
Vale de Figueira,10107181916,181916,30,29,45
Valença do Douro,10107181917,181917,5,0,9
Tarouca,101071820,071820,461,679,1222
Dálvares,10107182001,182001,27,66,64
Gouviães,10107182002,182002,23,47,89
Granja Nova,10107182003,182003,49,62,85
Mondim da Beira,10107182004,182004,60,63,110
Salzedas,10107182005,182005,48,44,203
São João de Tarouca,10107182006,182006,93,93,151
Tarouca,10107182007,182007,71,146,293
Ucanha,10107182008,182008,30,45,55
Várzea da Serra,10107182009,182009,39,80,124
Vila Chã da Beira,10107182010,182010,21,33,48
Torre de Moncorvo,101070409,070409,471,801,1949
Açoreira,10107040901,040901,45,67,132
Adeganha,10107040902,040902,5,65,93
Cabeça Boa,10107040903,040903,28,24,152
Cardanha,10107040904,040904,2,5,56
Carviçais,10107040905,040905,58,134,272
Castedo,10107040906,040906,5,4,91
Felgar,10107040907,040907,17,20,98
Felgueiras,10107040908,040908,52,80,156
Horta da Vilariça,10107040909,040909,18,51,113
Larinho,10107040910,040910,7,21,86
Lousa,10107040911,040911,47,72,213
Maçores,10107040912,040912,23,21,90
Mós,10107040913,040913,44,108,116
Peredo dos Castelhanos,10107040914,040914,21,32,57
Souto da Velha,10107040915,040915,16,11,45
Torre de Moncorvo,10107040916,040916,36,24,55
Urros,10107040917,040917,47,62,124
Vila Flor,101070410,070410,332,1470,1502
Assares,10107041001,041001,27,50,43
Benlhevai,10107041002,041002,11,52,61
Candoso,10107041003,041003,12,57,79
Carvalho de Egas,10107041004,041004,5,32,35
Freixiel,10107041005,041005,41,294,260
Lodões,10107041006,041006,31,61,48
Mourão,10107041007,041007,6,40,47
Nabo,10107041008,041008,34,69,69
Roios,10107041009,041009,3,51,47
Samões,10107041010,041010,20,80,82
Sampaio,10107041011,041011,25,32,48
Santa Comba de Vilariça,10107041012,041012,29,93,94
Seixo de Manhoses,10107041013,041013,10,111,112
Trindade,10107041014,041014,12,68,56
Vale Frechoso,10107041015,041015,5,57,54
Val de Torno,10107041016,041016,2,87,86
Vila Flor,10107041017,041017,44,52,114
Vilarinho das Azenhas,10107041018,041018,1,41,38
Vilas Boas,10107041019,041019,14,143,129
Vila Nova de Foz Côa,101070914,070914,53,201,1603
Almendra,10107091401,091401,5,14,64
Castelo Melhor,10107091402,091402,6,12,143
Cedovim,10107091403,091403,6,0,104
Chãs,10107091404,091404,1,3,104
Custóias,10107091405,091405,0,14,115
Freixo de Numão,10107091406,091406,3,3,130
Horta,10107091407,091407,3,0,33
Mós,10107091408,091408,1,55,108
Murça,10107091409,091409,1,12,53
Muxagata,10107091410,091410,1,9,88
Numão,10107091411,091411,9,2,86
Santa Comba,10107091412,091412,0,1,104
Santo Amaro,10107091413,091413,0,4,39
Sebadelhe,10107091414,091414,1,2,95
Seixas,10107091415,091415,2,1,130
Touça,10107091416,091416,3,6,51
Vila Nova de Foz Côa,10107091417,091417,11,63,156
Vila Real,101071714,071714,1415,2280,3778
Abaças,10107171401,171401,20,67,240
Adoufe,10107171402,171402,91,136,209
Andrães,10107171403,171403,95,139,254
Arroios,10107171404,171404,18,46,51
Borbela,10107171405,171405,78,85,156
Campeã,10107171406,171406,149,192,244
Constantim,10107171407,171407,30,68,122
Ermida,10107171408,171408,5,22,93
Folhadela,10107171409,171409,60,140,184
Guiães,10107171410,171410,2,7,102
Justes,10107171411,171411,20,55,84
Lamares,10107171412,171412,36,70,86
Lamas de Olo,10107171413,171413,23,41,54
Lordelo,10107171414,171414,30,37,87
Mateus,10107171415,171415,9,41,93
Mondrões,10107171416,171416,82,117,133
Mouçós,10107171417,171417,94,190,262
Nogueira,10107171418,171418,1,9,73
Vila Real (Nossa Senhora da Conceição),10107171419,171419,12,13,23
Parada de Cunhos,10107171420,171420,39,41,82
Pena,10107171421,171421,58,85,102
Quinta,10107171422,171422,28,22,30
Vila Real (São Dinis),10107171423,171423,2,6,14
Vila Real (São Pedro),10107171424,171424,2,2,3
São Tomé do Castelo,10107171425,171425,62,164,210
Torgueda,10107171426,171426,91,98,268
Vale de Nogueiras,10107171427,171427,83,170,173
Vila Cova,10107171428,171428,36,39,52
Vila Marim,10107171429,171429,126,132,197
Vilarinho de Samardã,10107171430,171430,33,46,97
Alto Trás-os-Montes,10108,10108,14647,27248,40593
Alfândega da Fé,101080401,080401,162,420,1174
Agrobom,10108040101,040101,9,3,51
Alfândega da Fé,10108040102,040102,24,170,146
Cerejais,10108040103,040103,3,8,43
Eucisia,10108040104,040104,23,9,51
Ferradosa,10108040105,040105,3,15,81
Gebelim,10108040106,040106,1,14,48
Gouveia,10108040107,040107,1,2,46
Parada,10108040108,040108,1,12,71
Pombal,10108040109,040109,3,2,35
Saldonha,10108040110,040110,1,12,20
Sambade,10108040111,040111,10,46,160
Sendim da Ribeira,10108040112,040112,2,9,40
Sendim da Serra,10108040113,040113,1,1,28
Soeima,10108040114,040114,4,18,57
Vale Pereiro,10108040115,040115,15,8,30
Vales,10108040116,040116,0,3,34
Valverde,10108040117,040117,8,14,22
Vilar Chão,10108040118,040118,0,3,77
Vilarelhos,10108040119,040119,40,33,50
Vilares de Vilariça,10108040120,040120,13,38,84
Boticas,101081702,081702,968,1259,1475
Alturas do Barroso,10108170201,170201,60,105,104
Ardãos,10108170202,170202,47,72,52
Beça,10108170203,170203,130,178,232
Bobadela,10108170204,170204,8,80,125
Boticas,10108170205,170205,81,64,108
Cerdedo,10108170206,170206,30,43,32
Codessoso,10108170207,170207,36,39,46
Covas do Barroso,10108170208,170208,75,82,94
Curros,10108170209,170209,21,22,27
Dornelas,10108170210,170210,97,109,117
Fiães do Tâmega,10108170211,170211,35,38,44
Granja,10108170212,170212,42,53,69
Pinho,10108170213,170213,86,97,126
São Salvador de Viveiro,10108170214,170214,86,99,91
Sapiãos,10108170215,170215,76,114,132
Vilar,10108170216,170216,58,64,76
Bragança,101080402,080402,1160,3330,4409
Alfaião,10108040201,040201,46,47,77
Aveleda,10108040202,040202,53,70,117
Babe,10108040203,040203,13,70,97
Baçal,10108040204,040204,9,91,138
Calvelhe,10108040205,040205,22,49,48
Carragosa,10108040206,040206,10,65,73
Carrazedo,10108040207,040207,26,39,85
Castrelos,10108040208,040208,39,67,68
Castro de Avelãs,10108040209,040209,44,74,81
Coelhoso,10108040210,040210,20,100,98
Deilão,10108040211,040211,34,73,81
Donai,10108040212,040212,54,83,87
Espinhosela,10108040213,040213,86,103,131
Failde,10108040214,040214,9,36,39
França,10108040215,040215,1,55,83
Gimonde,10108040216,040216,15,73,76
Gondesende,10108040217,040217,11,56,67
Gostei,10108040218,040218,30,68,95
Grijó de Parada,10108040219,040219,9,48,84
Izeda,10108040220,040220,37,138,151
Macedo do Mato,10108040221,040221,18,91,111
Meixedo,10108040222,040222,9,62,68
Milhão,10108040223,040223,7,74,76
Mós,10108040224,040224,10,54,76
Nogueira,10108040225,040225,34,69,87
Outeiro,10108040226,040226,21,96,148
Parada,10108040227,040227,25,136,172
Paradinha Nova,10108040228,040228,18,34,54
Parâmio,10108040229,040229,11,93,112
Pinela,10108040230,040230,3,72,99
Pombares,10108040231,040231,4,18,28
Quintanilha,10108040232,040232,38,110,119
Quintela de Lampaças,10108040233,040233,21,67,110
Rabal,10108040234,040234,28,56,78
Rebordainhos,10108040235,040235,20,48,68
Rebordãos,10108040236,040236,58,80,124
Rio Frio,10108040237,040237,22,99,136
Rio de Onor,10108040238,040238,17,48,54
Salsas,10108040239,040239,5,89,161
Samil,10108040240,040240,34,57,75
Santa Comba de Rossas,10108040241,040241,17,39,71
Bragança (Santa Maria),10108040242,040242,13,47,37
São Julião de Palácios,10108040243,040243,11,102,112
São Pedro de Sarracenos,10108040244,040244,15,42,67
Bragança (Sé),10108040245,040245,18,21,30
Sendas,10108040246,040246,19,63,78
Serapicos,10108040247,040247,9,73,107
Sortes,10108040248,040248,45,36,75
Zoio,10108040249,040249,42,49,100
Chaves,101081703,081703,3331,4990,6375
Águas Frias,10108170301,170301,168,244,283
Anelhe,10108170302,170302,81,93,115
Arcossó,10108170303,170303,56,79,96
